Order_ID,Customer_ID,Order_Date,Month,City,Zone,Restaurant_Name,Cuisine,Customer_Type,Items_Count,Food_Amount,Discount_Amount,Delivery_Fee,Tax_Amount,Final_Order_Value,Payment_Mode,Delivery_Partner,Distance_km,Expected_Delivery_Min,Actual_Delivery_Min,Late_duration,Late_Delivery,Order_Status,Customer_Rating,Weather,Offer_Type,Revenue
ORD00612,CUST0041,24-09-2025,September,Pune,North,Healthy Bowl,Desserts,Premium,5,₹ 853.08,₹ 0.00,₹ 0.00,₹ 42.65,₹ 895.73,Wallet,DoorDashPro,5.8,33,40,7,Yes,Delivered,3.6,Clear,No Offer,High
ORD00613,CUST0338,24-07-2025,July,Bengaluru,North,Healthy Bowl,Burger,Returning,1,₹ 216.54,₹ 43.31,₹ 35.00,₹ 8.66,₹ 216.89,Wallet,Zippy,2.6,29,30,1,No,Delivered,3.8,Cloudy,20% Off,High
ORD00614,CUST0299,23-08-2025,August,Mumbai,East,Roll Nation,South Indian,Returning,3,₹ 565.91,₹ 0.00,₹ 0.00,₹ 28.30,₹ 594.21,Debit Card,DoorDashPro,2.6,31,37,6,Yes,Delivered,3.8,Clear,Free Delivery,Medium
ORD00615,CUST0521,23-03-2025,March,Jaipur,East,Dosa Delight,Burger,New,3,₹ 677.47,₹ 0.00,₹ 0.00,₹ 33.87,₹ 711.34,Debit Card,UrbanRunner,7.4,41,49,8,Yes,Delivered,3.9,Rainy,Free Delivery,High
ORD00616,CUST0067,27-07-2025,July,Delhi,East,Foodie's Stop,Burger,Premium,4,₹ 981.53,₹ 50.00,₹ 25.00,₹ 46.58,"₹ 1,003.11",Debit Card,DoorDashPro,10.6,61,68,7,Yes,Delivered,3.7,Clear,Flat 50,High
ORD00617,CUST0034,26-04-2025,April,Mumbai,South,Zest Kitchen,North Indian,Returning,3,₹ 890.98,₹ 178.20,₹ 0.00,₹ 35.64,₹ 748.42,UPI,QuickRider,10.2,61,62,1,No,Delivered,4.3,Hot,20% Off,High
ORD00618,CUST0468,17-11-2025,November,Bengaluru,East,Quick Fork,Rolls,Returning,1,₹ 101.64,₹ 0.00,₹ 0.00,₹ 5.08,₹ 106.72,Wallet,FastFleet,3.8,31,33,2,No,Delivered,4.4,Cloudy,Free Delivery,High
ORD00619,CUST0650,21-01-2025,January,Hyderabad,North,Pizza Palace,Chinese,Premium,1,₹ 331.30,₹ 50.00,₹ 55.00,₹ 14.07,₹ 350.37,Credit Card,Zippy,6.3,36,37,1,No,Delivered,4.6,Rainy,Flat 50,Low
ORD00620,CUST0200,11-04-2025,April,Jaipur,North,Wok Express,Healthy,New,4,"₹ 1,195.50",₹ 0.00,₹ 45.00,₹ 59.78,"₹ 1,300.28",Wallet,UrbanRunner,10.5,49,58,9,Yes,Delivered,4,Cloudy,No Offer,Medium
ORD00621,CUST0516,22-11-2025,November,Hyderabad,West,Healthy Bowl,Momos,Returning,4,₹ 502.81,₹ 0.00,₹ 35.00,₹ 25.14,₹ 562.95,Credit Card,DoorDashPro,3.9,43,46,3,No,Delivered,4.1,Clear,No Offer,High
ORD00622,CUST0112,17-11-2025,November,Delhi,West,Momo Street,Biryani,Premium,2,₹ 631.67,₹ 50.00,₹ 35.00,₹ 29.08,₹ 645.75,Wallet,FastFleet,2,35,35,0,No,Delivered,5,Clear,Flat 50,High
ORD00623,CUST0161,20-04-2025,April,Hyderabad,East,Meal Monk,Rolls,New,2,₹ 308.89,₹ 0.00,₹ 0.00,₹ 15.44,₹ 324.33,Debit Card,DoorDashPro,3.1,36,36,0,No,Delivered,4.2,Cloudy,Free Delivery,High
ORD00624,CUST0414,22-09-2025,September,Pune,East,Healthy Bowl,Chinese,Returning,3,₹ 879.08,₹ 0.00,₹ 35.00,₹ 43.95,₹ 958.03,Debit Card,Zippy,5.9,45,58,13,Yes,Delivered,4.2,Rainy,No Offer,Medium
ORD00625,CUST0633,29-07-2025,July,Delhi,West,Spice Junction,North Indian,Returning,3,"₹ 1,017.10",₹ 0.00,₹ 35.00,₹ 50.86,"₹ 1,102.96",Credit Card,UrbanRunner,5.7,44,45,1,No,Delivered,4.7,Clear,No Offer,High
ORD00626,CUST0283,14-08-2025,August,Bengaluru,South,Momo Street,Burger,Returning,1,₹ 245.61,₹ 50.00,₹ 45.00,₹ 9.78,₹ 250.39,Wallet,UrbanRunner,3.7,38,34,-4,No,Delivered,3.9,Clear,Flat 50,High
ORD00627,CUST0587,09-07-2025,July,Hyderabad,North,Dosa Delight,Healthy,Premium,4,"₹ 1,296.19",₹ 0.00,₹ 55.00,₹ 64.81,"₹ 1,416.00",UPI,UrbanRunner,4.3,33,47,14,Yes,Delivered,3,Rainy,No Offer,Medium
ORD00628,CUST0266,05-12-2025,December,Hyderabad,North,Pizza Palace,Burger,Premium,3,₹ 762.37,₹ 114.36,₹ 25.00,₹ 32.40,₹ 705.41,Debit Card,DoorDashPro,3,38,44,6,Yes,Delivered,3.8,Clear,Combo Offer,High
ORD00629,CUST0504,06-11-2025,November,Bengaluru,West,Tandoor Tales,Desserts,Returning,1,₹ 244.49,₹ 0.00,₹ 0.00,₹ 12.22,₹ 256.71,UPI,DoorDashPro,7.2,37,42,5,No,Delivered,3.8,Cold,Free Delivery,High
ORD00630,CUST0477,22-10-2025,October,Bengaluru,North,Pizza Palace,Momos,Premium,5,₹ 813.65,₹ 50.00,₹ 45.00,₹ 38.18,₹ 846.83,UPI,QuickRider,7.7,44,52,8,Yes,Delivered,3.9,Cloudy,Flat 50,Medium
ORD00631,CUST0229,19-03-2025,March,Delhi,Central,Cafe Crave,South Indian,Returning,4,₹ 872.25,₹ 0.00,₹ 0.00,₹ 43.61,₹ 915.86,Cash,UrbanRunner,1.2,25,24,-1,No,Delivered,4.3,Clear,Free Delivery,High
ORD00632,CUST0336,12-12-2025,December,Jaipur,South,Curry Corner,Momos,Premium,2,₹ 329.65,₹ 0.00,₹ 0.00,₹ 16.48,₹ 346.13,Wallet,DoorDashPro,6.9,36,42,6,No,Cancelled,,Cloudy,No Offer,High
ORD00633,CUST0214,28-04-2025,April,Hyderabad,South,Healthy Bowl,Desserts,New,1,₹ 218.38,₹ 43.68,₹ 25.00,₹ 8.73,₹ 208.43,Credit Card,QuickRider,10.7,61,68,7,Yes,Delivered,4.6,Clear,20% Off,Medium
ORD00634,CUST0325,26-01-2025,January,Pune,South,Tandoor Tales,Chinese,Returning,2,₹ 462.55,₹ 0.00,₹ 55.00,₹ 23.13,₹ 540.68,UPI,QuickRider,11,64,65,1,No,Delivered,3.7,Clear,No Offer,Medium
ORD00635,CUST0308,08-04-2025,April,Chennai,West,Flavour Factory,North Indian,New,4,"₹ 1,411.41",₹ 0.00,₹ 45.00,₹ 70.57,"₹ 1,526.98",Cash,FastFleet,5.4,34,38,4,No,Delivered,3.4,Clear,No Offer,High
ORD00636,CUST0215,26-12-2025,December,Pune,West,Healthy Bowl,Biryani,Returning,2,₹ 636.45,₹ 0.00,₹ 25.00,₹ 31.82,₹ 693.27,Debit Card,DoorDashPro,7.2,40,44,4,No,Delivered,4.2,Rainy,No Offer,High
ORD00637,CUST0272,10-07-2025,July,Delhi,West,Biryani House,Burger,Premium,2,₹ 431.48,₹ 86.30,₹ 35.00,₹ 17.26,₹ 397.44,Credit Card,UrbanRunner,10.7,50,45,-5,No,Delivered,4.1,Cloudy,20% Off,High
ORD00638,CUST0068,14-06-2025,June,Kolkata,East,Meal Monk,Biryani,New,1,₹ 408.88,₹ 0.00,₹ 0.00,₹ 20.44,₹ 429.32,Credit Card,Zippy,5.1,46,44,-2,No,Delivered,4.5,Clear,Free Delivery,Medium
ORD00639,CUST0201,01-09-2025,September,Jaipur,South,Spice Junction,Momos,Returning,3,₹ 465.18,₹ 0.00,₹ 0.00,₹ 23.26,₹ 488.44,Cash,FastFleet,4.6,45,43,-2,No,Delivered,4.3,Clear,Free Delivery,Medium
ORD00640,CUST0533,23-04-2025,April,Delhi,South,Burger Barn,Pizza,Returning,1,₹ 132.68,₹ 0.00,₹ 0.00,₹ 6.63,₹ 139.31,Debit Card,UrbanRunner,3.5,30,34,4,No,Delivered,4.8,Cloudy,Free Delivery,Medium
ORD00641,CUST0166,23-10-2025,October,Delhi,East,Curry Corner,Desserts,Returning,1,₹ 164.75,₹ 32.95,₹ 45.00,₹ 6.59,₹ 183.39,Wallet,QuickRider,8,45,40,-5,No,Delivered,5,Cold,20% Off,Low
ORD00642,CUST0191,15-06-2025,June,Jaipur,West,Wok Express,South Indian,Returning,2,₹ 469.15,₹ 0.00,₹ 45.00,₹ 23.46,₹ 537.61,Wallet,DoorDashPro,7.8,55,58,3,No,Delivered,3.8,Clear,No Offer,Low
ORD00643,CUST0356,24-06-2025,June,Jaipur,North,Flavour Factory,South Indian,New,1,₹ 213.65,₹ 0.00,₹ 55.00,₹ 10.68,₹ 279.33,Debit Card,DoorDashPro,2.4,29,27,-2,No,Delivered,4.2,Cold,No Offer,High
ORD00644,CUST0546,20-08-2025,August,Bengaluru,Central,Tandoor Tales,Burger,Returning,2,₹ 419.31,₹ 0.00,₹ 0.00,₹ 20.97,₹ 440.28,Wallet,DoorDashPro,3.2,35,39,4,No,Delivered,4,Rainy,No Offer,Medium
ORD00645,CUST0400,04-10-2025,October,Delhi,East,Burger Barn,Burger,Returning,2,₹ 455.23,₹ 0.00,₹ 55.00,₹ 22.76,₹ 532.99,Wallet,UrbanRunner,11.4,62,65,3,No,Delivered,4.6,Hot,No Offer,Medium
ORD00646,CUST0249,04-08-2025,August,Chennai,South,Spice Junction,North Indian,New,2,₹ 676.11,₹ 135.22,₹ 55.00,₹ 27.04,₹ 622.93,Wallet,QuickRider,7.5,39,47,8,Yes,Delivered,3.8,Clear,20% Off,High
ORD00647,CUST0121,23-03-2025,March,Mumbai,South,Pizza Palace,South Indian,New,4,₹ 885.44,₹ 0.00,₹ 0.00,₹ 44.27,₹ 929.71,Debit Card,UrbanRunner,9,46,45,-1,No,Delivered,4.3,Clear,No Offer,High
ORD00648,CUST0478,09-06-2025,June,Jaipur,South,Roll Nation,Healthy,Returning,4,"₹ 1,184.58",₹ 236.92,₹ 25.00,₹ 47.38,"₹ 1,020.04",Wallet,QuickRider,1.8,30,26,-4,No,Delivered,4.5,Hot,20% Off,High
ORD00649,CUST0287,27-10-2025,October,Jaipur,East,Flavour Factory,Chinese,New,3,₹ 896.44,₹ 134.47,₹ 25.00,₹ 38.10,₹ 825.07,Wallet,DoorDashPro,10.6,61,69,8,Yes,Delivered,3.4,Hot,Combo Offer,High
ORD00650,CUST0532,09-05-2025,May,Hyderabad,East,Spice Junction,Pizza,New,4,"₹ 1,455.56",₹ 0.00,₹ 25.00,₹ 72.78,"₹ 1,553.34",Cash,QuickRider,7.5,45,55,10,Yes,Delivered,4.2,Clear,No Offer,High
ORD00651,CUST0409,22-01-2025,January,Bengaluru,Central,Burger Barn,Pizza,Premium,5,"₹ 1,978.27",₹ 0.00,₹ 45.00,₹ 98.91,"₹ 2,122.18",Credit Card,QuickRider,10,46,55,9,Yes,Delivered,3.5,Clear,No Offer,High
ORD00652,CUST0270,09-12-2025,December,Delhi,North,Burger Barn,South Indian,New,4,₹ 838.35,₹ 0.00,₹ 0.00,₹ 41.92,₹ 880.27,Cash,FastFleet,4.9,40,42,2,No,Delivered,4.3,Clear,Free Delivery,High
ORD00653,CUST0191,18-04-2025,April,Pune,East,Meal Monk,Burger,Premium,5,"₹ 1,080.29",₹ 0.00,₹ 25.00,₹ 54.01,"₹ 1,159.30",Debit Card,QuickRider,4.5,37,34,-3,No,Delivered,4.1,Clear,No Offer,High
ORD00654,CUST0078,14-04-2025,April,Jaipur,East,Cafe Crave,South Indian,Premium,3,₹ 743.33,₹ 111.50,₹ 0.00,₹ 31.59,₹ 663.42,Credit Card,FastFleet,2.2,30,34,4,No,Delivered,3.7,Hot,Combo Offer,High
ORD00655,CUST0252,17-02-2025,February,Pune,East,Momo Street,Burger,Returning,4,₹ 900.69,₹ 0.00,₹ 0.00,₹ 45.03,₹ 945.72,Cash,UrbanRunner,10.3,54,51,-3,No,Delivered,4.4,Cloudy,No Offer,High
ORD00656,CUST0582,21-03-2025,March,Jaipur,South,Sweet Treats,Chinese,Premium,2,₹ 820.42,₹ 164.08,₹ 25.00,₹ 32.82,₹ 714.16,Cash,FastFleet,1.1,25,35,10,Yes,Delivered,3.5,Cold,20% Off,High
ORD00657,CUST0253,31-07-2025,July,Pune,Central,Healthy Bowl,Desserts,Returning,3,₹ 580.80,₹ 0.00,₹ 0.00,₹ 29.04,₹ 609.84,Debit Card,UrbanRunner,5.1,37,43,6,Yes,Delivered,4,Clear,Free Delivery,High
ORD00658,CUST0606,24-10-2025,October,Jaipur,Central,Burger Barn,South Indian,Returning,3,₹ 596.44,₹ 0.00,₹ 55.00,₹ 29.82,₹ 681.26,Wallet,QuickRider,10,52,70,18,Yes,Delivered,3.2,Rainy,No Offer,High
ORD00659,CUST0137,03-02-2025,February,Jaipur,Central,Curry Corner,Biryani,Returning,3,₹ 866.01,₹ 0.00,₹ 0.00,₹ 43.30,₹ 909.31,Credit Card,QuickRider,11.5,57,57,0,No,Delivered,3.6,Rainy,No Offer,High
ORD00660,CUST0073,21-04-2025,April,Hyderabad,East,Foodie's Stop,Chinese,Returning,2,₹ 629.77,₹ 94.47,₹ 55.00,₹ 26.77,₹ 617.07,Wallet,UrbanRunner,11.8,60,56,-4,No,Delivered,4.2,Hot,Combo Offer,High
ORD00661,CUST0418,02-02-2025,February,Delhi,South,Zest Kitchen,Chinese,Returning,1,₹ 352.57,₹ 0.00,₹ 0.00,₹ 17.63,₹ 370.20,Credit Card,QuickRider,9,52,59,7,Yes,Delivered,4.5,Clear,Free Delivery,High
ORD00662,CUST0649,23-12-2025,December,Chennai,South,Roll Nation,Pizza,Returning,4,"₹ 1,634.18",₹ 0.00,₹ 0.00,₹ 81.71,"₹ 1,715.89",Cash,Zippy,3,36,42,6,No,Refunded,,Clear,Free Delivery,Medium
ORD00663,CUST0029,23-06-2025,June,Bengaluru,Central,Spice Junction,North Indian,Premium,1,₹ 327.48,₹ 49.12,₹ 0.00,₹ 13.92,₹ 292.28,UPI,UrbanRunner,11.6,65,70,5,No,Delivered,3.9,Clear,Combo Offer,High
ORD00664,CUST0456,16-10-2025,October,Bengaluru,South,Zest Kitchen,Chinese,Returning,3,"₹ 1,064.91",₹ 0.00,₹ 25.00,₹ 53.25,"₹ 1,143.16",Wallet,Zippy,7.6,42,42,0,No,Delivered,4.7,Hot,No Offer,Medium
ORD00665,CUST0120,15-11-2025,November,Bengaluru,East,Burger Barn,North Indian,Returning,2,₹ 816.41,₹ 50.00,₹ 55.00,₹ 38.32,₹ 859.73,Credit Card,UrbanRunner,2.7,33,40,7,Yes,Delivered,3.7,Cold,Flat 50,High
ORD00666,CUST0577,03-02-2025,February,Chennai,South,Meal Monk,Chinese,New,1,₹ 521.74,₹ 0.00,₹ 55.00,₹ 26.09,₹ 602.83,Cash,UrbanRunner,2.1,37,42,5,No,Cancelled,,Clear,No Offer,High
ORD00667,CUST0314,26-12-2025,December,Mumbai,East,Dosa Delight,South Indian,Returning,4,₹ 793.17,₹ 0.00,₹ 45.00,₹ 39.66,₹ 877.83,Credit Card,QuickRider,5.8,34,49,15,Yes,Delivered,3.2,Rainy,No Offer,High
ORD00668,CUST0445,28-05-2025,May,Kolkata,South,Roll Nation,Pizza,Premium,3,"₹ 1,184.30",₹ 50.00,₹ 0.00,₹ 56.72,"₹ 1,191.02",Wallet,UrbanRunner,6.9,36,43,7,Yes,Delivered,4.2,Cold,Flat 50,High
ORD00669,CUST0120,26-09-2025,September,Chennai,North,Burger Barn,Chinese,Returning,3,₹ 922.05,₹ 0.00,₹ 0.00,₹ 46.10,₹ 968.15,Credit Card,DoorDashPro,8.9,56,51,-5,No,Delivered,3.6,Clear,Free Delivery,High
ORD00670,CUST0318,03-01-2025,January,Chennai,South,Sweet Treats,Desserts,Returning,2,₹ 451.69,₹ 0.00,₹ 55.00,₹ 22.58,₹ 529.27,Cash,FastFleet,3.7,34,42,8,Yes,Delivered,3.8,Hot,No Offer,High
ORD00671,CUST0118,01-12-2025,December,Kolkata,West,Tandoor Tales,Desserts,New,4,₹ 588.42,₹ 0.00,₹ 0.00,₹ 29.42,₹ 617.84,Credit Card,Zippy,7.6,49,58,9,Yes,Delivered,3.9,Clear,Free Delivery,High
ORD00672,CUST0207,23-03-2025,March,Delhi,Central,Biryani House,South Indian,Premium,4,₹ 852.65,₹ 127.90,₹ 35.00,₹ 36.24,₹ 795.99,Debit Card,Zippy,6.9,44,47,3,No,Delivered,4.8,Hot,Combo Offer,High
ORD00673,CUST0043,12-10-2025,October,Delhi,Central,Meal Monk,Biryani,Returning,4,"₹ 1,244.32",₹ 0.00,₹ 25.00,₹ 62.22,"₹ 1,331.54",UPI,UrbanRunner,1.9,22,28,6,Yes,Delivered,4.5,Clear,No Offer,High
ORD00674,CUST0066,07-04-2025,April,Chennai,North,Spice Junction,Momos,Premium,3,₹ 539.00,₹ 0.00,₹ 0.00,₹ 26.95,₹ 565.95,Debit Card,FastFleet,4.9,35,31,-4,No,Delivered,4.5,Hot,Free Delivery,High
ORD00675,CUST0174,05-04-2025,April,Jaipur,North,Pizza Palace,Healthy,Returning,5,"₹ 1,571.55",₹ 50.00,₹ 25.00,₹ 76.08,"₹ 1,622.63",Wallet,DoorDashPro,2.6,32,29,-3,No,Delivered,3.7,Clear,Flat 50,High
ORD00676,CUST0586,09-07-2025,July,Bengaluru,South,Tandoor Tales,Biryani,New,5,"₹ 1,370.92",₹ 0.00,₹ 0.00,₹ 68.55,"₹ 1,439.47",UPI,QuickRider,10.4,47,49,2,No,Delivered,4.5,Rainy,Free Delivery,High
ORD00677,CUST0264,25-05-2025,May,Mumbai,West,Healthy Bowl,Momos,Returning,2,₹ 263.06,₹ 50.00,₹ 45.00,₹ 10.65,₹ 268.71,Cash,FastFleet,6.9,46,50,4,No,Delivered,4.7,Clear,Flat 50,High
ORD00678,CUST0455,08-07-2025,July,Hyderabad,South,Cafe Crave,Biryani,Returning,4,"₹ 1,347.98",₹ 0.00,₹ 0.00,₹ 67.40,"₹ 1,415.38",Wallet,QuickRider,10.2,56,63,7,Yes,Delivered,3.4,Clear,Free Delivery,Medium
ORD00679,CUST0482,26-08-2025,August,Chennai,West,Flavour Factory,Burger,New,5,"₹ 1,214.70",₹ 242.94,₹ 25.00,₹ 48.59,"₹ 1,045.35",Credit Card,Zippy,11.4,60,68,8,Yes,Delivered,3.9,Hot,20% Off,High
ORD00680,CUST0577,05-10-2025,October,Pune,North,Wok Express,Chinese,Returning,5,"₹ 1,651.53",₹ 330.31,₹ 45.00,₹ 66.06,"₹ 1,432.28",Credit Card,FastFleet,3,38,39,1,No,Delivered,4.1,Clear,20% Off,High
ORD00681,CUST0009,25-11-2025,November,Mumbai,South,Momo Street,Desserts,Returning,4,₹ 676.35,₹ 135.27,₹ 35.00,₹ 27.05,₹ 603.13,Credit Card,Zippy,7.7,54,50,-4,No,Delivered,4.3,Cloudy,20% Off,High
ORD00682,CUST0156,19-06-2025,June,Chennai,South,Wok Express,Burger,Returning,3,₹ 656.83,₹ 0.00,₹ 55.00,₹ 32.84,₹ 744.67,UPI,FastFleet,10.9,61,66,5,No,Delivered,4.6,Rainy,No Offer,High
ORD00683,CUST0389,01-08-2025,August,Pune,South,Quick Fork,Rolls,Returning,2,₹ 385.51,₹ 77.10,₹ 0.00,₹ 15.42,₹ 323.83,Debit Card,QuickRider,8.3,43,41,-2,No,Delivered,4.6,Hot,20% Off,High
ORD00684,CUST0154,29-03-2025,March,Chennai,West,Foodie's Stop,Momos,New,5,₹ 841.28,₹ 126.19,₹ 35.00,₹ 35.75,₹ 785.84,UPI,Zippy,10.7,49,46,-3,No,Delivered,3.8,Hot,Combo Offer,Medium
ORD00685,CUST0025,09-12-2025,December,Chennai,East,Curry Corner,Pizza,Returning,5,"₹ 1,944.60",₹ 0.00,₹ 45.00,₹ 97.23,"₹ 2,086.83",Cash,QuickRider,11.9,61,62,1,No,Delivered,5,Hot,No Offer,High
ORD00686,CUST0482,13-06-2025,June,Mumbai,East,Cafe Crave,North Indian,Premium,4,"₹ 1,370.11",₹ 0.00,₹ 0.00,₹ 68.51,"₹ 1,438.62",Debit Card,QuickRider,4.7,30,25,-5,No,Delivered,4.7,Clear,No Offer,High
ORD00687,CUST0087,18-07-2025,July,Hyderabad,West,Curry Corner,South Indian,Returning,3,₹ 669.08,₹ 0.00,₹ 25.00,₹ 33.45,₹ 727.53,Cash,DoorDashPro,11.4,57,72,15,Yes,Delivered,4.2,Rainy,No Offer,High
ORD00688,CUST0642,18-09-2025,September,Delhi,North,Pizza Palace,Chinese,New,2,₹ 679.29,₹ 0.00,₹ 0.00,₹ 33.96,₹ 713.25,UPI,QuickRider,10.5,46,51,5,No,Delivered,3.9,Cloudy,No Offer,High
ORD00689,CUST0641,20-11-2025,November,Bengaluru,Central,Urban Bites,Pizza,Returning,1,₹ 362.35,₹ 0.00,₹ 0.00,₹ 18.12,₹ 380.47,Credit Card,UrbanRunner,2,23,25,2,No,Delivered,4.1,Clear,Free Delivery,High
ORD00690,CUST0194,09-04-2025,April,Mumbai,West,Biryani House,Momos,Returning,1,₹ 105.79,₹ 0.00,₹ 0.00,₹ 5.29,₹ 111.08,Wallet,Zippy,3,24,25,1,No,Delivered,4.7,Clear,Free Delivery,Medium
ORD00691,CUST0258,26-12-2025,December,Delhi,East,Biryani House,Chinese,Returning,4,"₹ 1,141.60",₹ 0.00,₹ 55.00,₹ 57.08,"₹ 1,253.68",Wallet,DoorDashPro,8,45,51,6,Yes,Delivered,3.4,Clear,No Offer,Low
ORD00692,CUST0583,24-03-2025,March,Bengaluru,West,Urban Bites,South Indian,Returning,4,₹ 858.57,₹ 0.00,₹ 0.00,₹ 42.93,₹ 901.50,Cash,DoorDashPro,11.7,52,58,6,Yes,Delivered,3.2,Clear,No Offer,High
ORD00693,CUST0413,13-06-2025,June,Jaipur,East,Roll Nation,Healthy,Returning,2,₹ 436.49,₹ 50.00,₹ 25.00,₹ 19.32,₹ 430.81,Debit Card,QuickRider,7.5,38,46,8,Yes,Delivered,3,Cloudy,Flat 50,High
ORD00694,CUST0017,26-08-2025,August,Delhi,West,Spice Junction,Desserts,Premium,2,₹ 394.09,₹ 0.00,₹ 45.00,₹ 19.70,₹ 458.79,Debit Card,QuickRider,5,43,43,0,No,Delivered,4.6,Cloudy,No Offer,Medium
ORD00695,CUST0062,30-08-2025,August,Chennai,South,Meal Monk,Biryani,Returning,5,"₹ 1,377.20",₹ 0.00,₹ 0.00,₹ 68.86,"₹ 1,446.06",Debit Card,DoorDashPro,3.5,40,50,10,Yes,Delivered,4.2,Cloudy,Free Delivery,Medium
ORD00696,CUST0125,24-02-2025,February,Jaipur,Central,Dosa Delight,North Indian,New,4,"₹ 1,376.51",₹ 0.00,₹ 0.00,₹ 68.83,"₹ 1,445.34",Cash,UrbanRunner,1.1,27,32,5,No,Delivered,3.9,Cloudy,Free Delivery,High
ORD00697,CUST0288,08-03-2025,March,Chennai,South,Foodie's Stop,South Indian,Premium,3,₹ 585.38,₹ 0.00,₹ 45.00,₹ 29.27,₹ 659.65,UPI,UrbanRunner,3.7,36,41,5,No,Delivered,4.5,Cloudy,No Offer,High
ORD00698,CUST0394,24-06-2025,June,Mumbai,South,Foodie's Stop,South Indian,Premium,5,"₹ 1,049.35",₹ 209.87,₹ 25.00,₹ 41.97,₹ 906.45,Credit Card,FastFleet,9.9,51,66,15,Yes,Delivered,3.4,Rainy,20% Off,High
ORD00699,CUST0495,16-11-2025,November,Jaipur,West,Healthy Bowl,Momos,New,3,₹ 586.42,₹ 117.28,₹ 25.00,₹ 23.46,₹ 517.60,Cash,UrbanRunner,5,31,38,7,Yes,Delivered,3.7,Rainy,20% Off,High
ORD00700,CUST0386,16-03-2025,March,Jaipur,East,Quick Fork,Momos,New,5,₹ 892.47,₹ 133.87,₹ 55.00,₹ 37.93,₹ 851.53,Credit Card,QuickRider,2.3,22,23,1,No,Delivered,3.9,Cloudy,Combo Offer,High
ORD00701,CUST0283,25-12-2025,December,Hyderabad,South,Roll Nation,Burger,New,4,₹ 918.42,₹ 0.00,₹ 25.00,₹ 45.92,₹ 989.34,Cash,FastFleet,5.9,44,58,14,Yes,Delivered,4.1,Rainy,No Offer,High
ORD00702,CUST0406,28-12-2025,December,Delhi,Central,Momo Street,Burger,Premium,3,₹ 730.32,₹ 0.00,₹ 55.00,₹ 36.52,₹ 821.84,UPI,FastFleet,6.2,37,44,7,Yes,Delivered,3.6,Clear,No Offer,High
ORD00703,CUST0369,17-06-2025,June,Hyderabad,East,Foodie's Stop,Momos,New,2,₹ 261.53,₹ 0.00,₹ 45.00,₹ 13.08,₹ 319.61,Wallet,DoorDashPro,1.7,22,20,-2,No,Delivered,4.6,Clear,No Offer,High
ORD00704,CUST0233,23-06-2025,June,Chennai,North,Tandoor Tales,Healthy,Returning,4,"₹ 1,171.76",₹ 0.00,₹ 25.00,₹ 58.59,"₹ 1,255.35",Wallet,FastFleet,7,38,47,9,Yes,Delivered,4.1,Hot,No Offer,Medium
ORD00705,CUST0425,29-01-2025,January,Mumbai,West,Urban Bites,Biryani,New,2,₹ 363.17,₹ 54.48,₹ 55.00,₹ 15.43,₹ 379.12,Credit Card,UrbanRunner,4.5,40,47,7,Yes,Delivered,4.1,Cloudy,Combo Offer,High
ORD00706,CUST0289,04-02-2025,February,Kolkata,South,Foodie's Stop,Chinese,Returning,5,"₹ 1,424.28",₹ 284.86,₹ 35.00,₹ 56.97,"₹ 1,231.39",Debit Card,DoorDashPro,6.6,39,38,-1,No,Delivered,4.9,Clear,20% Off,Medium
ORD00707,CUST0416,12-10-2025,October,Pune,South,Zest Kitchen,Chinese,New,3,₹ 838.99,₹ 0.00,₹ 45.00,₹ 41.95,₹ 925.94,Credit Card,FastFleet,2.3,30,44,14,Yes,Delivered,3.5,Rainy,No Offer,High
ORD00708,CUST0524,05-04-2025,April,Pune,North,Wok Express,Chinese,Returning,2,₹ 514.21,₹ 0.00,₹ 0.00,₹ 25.71,₹ 539.92,Debit Card,Zippy,10,56,63,7,Yes,Delivered,4.3,Rainy,Free Delivery,High
ORD00709,CUST0255,08-06-2025,June,Delhi,East,Meal Monk,Chinese,Premium,4,"₹ 1,185.04",₹ 237.01,₹ 45.00,₹ 47.40,"₹ 1,040.43",Cash,Zippy,7.6,42,52,10,Yes,Delivered,3.7,Cold,20% Off,High
ORD00710,CUST0382,12-11-2025,November,Kolkata,North,Urban Bites,Momos,Premium,3,₹ 640.68,₹ 96.10,₹ 45.00,₹ 27.23,₹ 616.81,Debit Card,Zippy,5.2,35,41,6,Yes,Delivered,4.3,Clear,Combo Offer,High
ORD00711,CUST0467,24-05-2025,May,Kolkata,East,Burger Barn,Biryani,Returning,2,₹ 655.77,₹ 50.00,₹ 0.00,₹ 30.29,₹ 636.06,Debit Card,UrbanRunner,11.1,48,58,10,Yes,Delivered,4.5,Hot,Flat 50,High
ORD00712,CUST0046,22-12-2025,December,Kolkata,Central,Pizza Palace,Healthy,Returning,4,"₹ 1,309.61",₹ 0.00,₹ 45.00,₹ 65.48,"₹ 1,420.09",Credit Card,Zippy,1.3,33,42,9,Yes,Delivered,4.6,Clear,No Offer,High
ORD00713,CUST0049,24-05-2025,May,Jaipur,South,Spice Junction,North Indian,Returning,4,"₹ 1,372.79",₹ 0.00,₹ 0.00,₹ 68.64,"₹ 1,441.43",Credit Card,DoorDashPro,12,52,60,8,Yes,Delivered,3.8,Hot,No Offer,High
